id originale,Cote,Auteur.trice,Titre,Année originale,Année,Genre textuel,Domaine,Page,cotexte gauche,pivot (cible),cotexte droit,-5,-4,-3,-2,-1,TEMPS (forme),pour/à (forme),SOI (forme),1,2,3,tri,tri_notes,TEMPS (u.l.),pour/à (u.l.),SOI (u.l.),TEMPS_nombre,SOI_personne,SOI_nombre,verbe combiné (u.l.),verbe_mode,négation
356,R446,SAND George,François le Champi,1850,1850,Ecrits fictionnels,non renseigné,353,"et sué pendant la moitié de notre pauvre vie , nous sommes ruinés , et il n' y a que la terre qui se soit enrichie de nos peines et labeurs . Elle vaut le double , et c' est le",moment pour nous,"de la vendre . Si nous la vendions bien , nous serions sauvés ; mais il n' en est point ainsi . Les intérêts nous ont mis si bien à sec qu' il faut se presser , vendre à tout",",",et,c',est,le,moment,pour,nous,de,la,vendre,non,,moment,pour,nous,sing,1,plur,,,
357,R498,SAND George,Correspondance : 1851,1851,1851,Ecrits non fictionnels,non renseigné,475,"-vous de lui écrire pour lui demander où il en est ? répondez à ça . 4 ° Vous aurez le manuscrit de Nello c'est-à-dire la Baronnie de Muldorf dans deux jours , le",temps pour moi,de vous recopier le 3me acte lisiblement et vous leur direz que ce 3me acte n' est pas encore tout à fait fixé dans certains détails . J' ai besoin de le voir jouer jeudi . 5 °,dans,deux,jours,",",le,temps,pour,moi,de,vous,recopier,,,,,,,,,,,
358,R498,SAND George,Correspondance : 1851,1851,1851,Ecrits non fictionnels,non renseigné,543,"17 , et je suis bien aise d' avoir la journée du 16 pour me reposer . Dites à Mr Montigny que je serai exacte , vous me ferez savoir l' heure . Figurez -vous que je n' ai pas eu une",minute pour lui,"répondre . Mais il est vrai que sa lettre à lui était une réponse . Si vous avez le temps , venez me voir chez Pinson samedi soir de 9 à 10 , j' irai souper . Je vous aime ;",n',ai,pas,eu,une,minute,pour,lui,répondre,.,Mais,,,,,,,,,,,
359,M295,SANDEAU Jules,Sacs et parchemins,1851,1851,Ecrits fictionnels,non renseigné,6,", haut comme une botte à l' écuyère , qui s' avançait à leur rencontre . - qu' est ce ? Que me veut -on ? Dit M Levrault de l' air d' un ministre qu' on dérange et qui n' a pas un",moment à lui,". - c' est Galaor , dit maître Jolibois , je le reconnais . - Galaor ! S' écria M Levrault qui ouvrait de grands yeux . - M Levrault ? Demanda Galaor en abordant avec assurance le",qui,n',a,pas,un,moment,à,lui,.,-,c',,,,,,,,,,,
360,M295,SANDEAU Jules,Sacs et parchemins,1851,1851,Ecrits fictionnels,non renseigné,26,", vous lécher les pieds . Le peuple me connaît , il m' aime ; mais qui peut dire , qui peut prévoir où nous serons , vous et moi , pendant la tourmente ? Arriverai -je à",temps pour vous,"faire un rempart de mon corps , pour détourner le coup mortel , pour vous emporter dans mes bras ? Croyez -moi , monsieur , ne comptez pas trop sur maître Jolibois ; au lieu de",tourmente,?,Arriverai,-je,à,temps,pour,vous,faire,un,rempart,,,,,,,,,,,
361,M939,COMTE Auguste,"Catéchisme positiviste, ou Sommaire exposition de la religion universelle",1852,1852,Ecrits non fictionnels,philosophie,371,"sous l' impulsion protestante , la fatale rupture que le catholicisme introduisit dans la continuité humaine . La Femme . Permettez , mon père , que je vous interrompe un",moment pour vous,"témoigner la profonde répugnance que m' inspira toujours le protestantisme , qui prétendit réformer le monothéisme occidental en le dépouillant de ses",que,je,vous,interrompe,un,moment,pour,vous,témoigner,la,profonde,,,,,,,,,,,
362,Z133,FLAUBERT Gustave,Correspondance (1851-juillet 1852),1852,1852,Ecrits non fictionnels,non renseigné,352,"ferais ces corrections tout à mon aise . C' est un travail si ennuyeux que de corriger ainsi tout en bloc ! Je t' engage à te dépêcher de commencer l' Acropole , pour avoir du",temps à nous,"pour les corrections . Tu as l' habitude d' attendre toujours au dernier moment . Alors on se hâte , on s' essouffle , on ne fait rien de bien . Rappelle -toi le charivari où",Acropole,",",pour,avoir,du,temps,à,nous,pour,les,corrections,,,,,,,,,,,
363,Z136,FLAUBERT Gustave,Correspondance (1853),1853,1853,Ecrits non fictionnels,non renseigné,105,son coup . C' était une comparaison de ce pauvre Pradier et qui m' a toujours frappé . Elle est d' un haut enseignement pour qui sait la comprendre . Ayant du reste peu de,temps à toi,", il eût été impossible de faire autrement et ce n' est pas encore donné à tout le monde de posséder en soi -même une boîte à cantharides d' où l'on tire le moyen de se",Ayant,du,reste,peu,de,temps,à,toi,",",il,eût,,,,,,,,,,,
364,Z136,FLAUBERT Gustave,Correspondance (1853),1853,1853,Ecrits non fictionnels,non renseigné,344,"l' oeil , si ce n' est d' admiration . Tu me parais là-bas , à ta campagne , en bon train . Je ne comprends pas que tu puisses travailler aussi bien à Paris , car enfin tu as tout ton",temps à toi,". J' ai envoyé les canetons à Babinet et n' en ai point reçu de réponse . Dans le numéro d' aujourd'hui , les vers de Bouilhet y sont , et seuls ! Ces gars -là sont comme les",enfin,tu,as,tout,ton,temps,à,toi,.,J',ai,,,,,,,,,,,
365,Z136,FLAUBERT Gustave,Correspondance (1853),1853,1853,Ecrits non fictionnels,non renseigné,361,à connaître . Tâche d' avoir le fin mot de l' histoire . Tâche de te mieux porter et de travailler à Paris comme tu travaillais à la campagne . Tu as pourtant tout ton,temps à toi,". Je plains bien ce pauvre Leconte de sa leçon . Pour avoir fait ce métier comme Bouilhet l' a fait pendant quatorze ans , à huit et dix heures par jour ( et il avait , de plus que",Tu,as,pourtant,tout,ton,temps,à,toi,.,Je,plains,oui,,temps,à,toi,sing,2,sing,avoir,ind,non
366,Z136,FLAUBERT Gustave,Correspondance (1853),1853,1853,Ecrits non fictionnels,non renseigné,395,"sont bien courtes , mon pauvre vieux ! Je ne sais pas comment tu es installé , comment tu vis ... De quelle façon arranges -tu tes heures ? Tu dois te trouver avoir beaucoup de",temps à toi,". Que cogites -tu entre les vers ? Mes compliments à Pétrus Borel et apporte -le -moi quand tu viendras . à LOUISE COLET . ( Croisset ) Nuit de mercredi , 1 heure ( 14 décembre",te,trouver,avoir,beaucoup,de,temps,à,toi,.,Que,cogites,,,,,,,,,,,
367,L833,CHAMPFLEURY ,Les Souffrances du professeur Delteil,1853,1853,Ecrits fictionnels,non renseigné,222,"je me trouve , "" où je ne pense à toi , dont je vais déchirer le "" coeur . Adieu , Sophie . - p. s . au moment de fermer "" cette lettre , je m' arrête , il en est temps encore ; "" j' ai dix",minutes à moi,", je peux rester auprès "" de toi , dans "" cette petite chambre qui m' a connue sans désirs , "" lorsque je dormais tranquillement dans mon lit "" à rideaux blancs ; je n' ose",;,,j',ai,dix,minutes,à,moi,",",je,peux,,,,,,,,,,,
368,M294,CHAMPFLEURY ,Les Aventures de Mademoiselle Mariette,1853,1853,Ecrits fictionnels,non renseigné,134,"taille et sa cravate blanche , que Gérard se prit d' amitié pour lui , lui pardonna ses articles et l' engagea à venir le voir le plus souvent possible . "" j' ai bien peu de",temps à moi,", dit Ernest , qui expliqua qu' il servait de secrétaire à son père pour des travaux fatigants de droit ; tout au plus , dit -il , me reste -t-il une heure après l' audience . -",j',ai,bien,peu,de,temps,à,moi,",",dit,Ernest,,,,,,,,,,,
369,M296,LAMENNAIS Félicité de,Lettres inédites … à la baronne Cottu (1818-1854),1854,1854,Ecrits non fictionnels,non renseigné,68,"de courage pour supporter l' ennui du régime qu' on vous prescrit . Priez pour moi , vous savez si je prie pour vous , et de quel coeur . mardi . il y a deux jours que je cherche un",moment pour vous,"écrire ; je ne sais quand je trouverai celui de vous voir . J' en ai pourtant un vif désir . Votre dernière lettre m' a ravi . Vous touchez au terme de vos longues épreuves ,",jours,que,je,cherche,un,moment,pour,vous,écrire,;,je,,,,,,,,,,,
370,M296,LAMENNAIS Félicité de,Lettres inédites … à la baronne Cottu (1818-1854),1854,1854,Ecrits non fictionnels,non renseigné,113,". j' ai été depuis quinze jours très occupé et presque toujours souffrant ; c' est ce qui m' a empêché de vous écrire . D' ailleurs , j' espérais toujours trouver un",moment pour vous,"aller voir . Je ne sais plus quand ce moment viendra . Il faut que nous quittions cette maison dans quinze jours , et celle que nous devons habiter ne sera libre qu' à la",j',espérais,toujours,trouver,un,moment,pour,vous,aller,voir,.,,,,,,,,,,,
371,R171,"MAINTENON Françoise d'AUBIGNÉ, marquise de","Extraits de ses lettres, avis, entretiens, conversations et proverbes sur l'éducation",1854,1854,Ecrits non fictionnels,littérature,60,"pour une autre maîtresse ou dans une autre classe . Mettez -vous encore dans l' esprit qu' il faut accommoder leur intérêt avec le vôtre , qu' il faut prendre du",temps pour vous,"recueillir , qu' il faut en employer à vous reprendre pour elles , qu' en tout cela le bon sens et la bonne volonté doivent régler . Vous voudriez que tout le fût , et savoir",qu',il,faut,prendre,du,temps,pour,vous,recueillir,",",qu',,,,,,,,,,,
372,R171,"MAINTENON Françoise d'AUBIGNÉ, marquise de","Extraits de ses lettres, avis, entretiens, conversations et proverbes sur l'éducation",1854,1854,Ecrits non fictionnels,littérature,97,": il n' est plus question pour lui de délassement , encore moins de plaisirs ; il ne saurait voir sa famille , qu' il aime passionnément , parce qu' il ne trouve pas un",moment à lui,"donner , étant depuis le matin jusqu' au soir à entendre des affaires désagréables , à voir , par exemple , qui a raison de Pierre ou de Jacques , etc. On craint qu' il ne",il,ne,trouve,pas,un,moment,à,lui,donner,",",étant,,,,,,,,,,,
373,R171,"MAINTENON Françoise d'AUBIGNÉ, marquise de","Extraits de ses lettres, avis, entretiens, conversations et proverbes sur l'éducation",1854,1854,Ecrits non fictionnels,littérature,255,"leurs devoirs avec joie , qui sont les premières partout , qui se lèvent dans l' instant qu' on les éveille , qui ne se plaignent jamais du froid ni du chaud , qui trouvent du",temps pour elles,"et pour rendre service aux autres , qui aiment le travail , qui veulent contenter leurs maîtresses , qui voudraient faire encore plus qu' on ne leur demande , qui comptent",chaud,",",qui,trouvent,du,temps,pour,elles,et,pour,rendre,,,,,,,,,,,
374,M957,SAND George,Histoire de ma vie : 3,1855,1855,Ecrits non fictionnels,littérature,299,"la poésie par un instinct passionné , vers l' examen par une foi superbe . "" je crains que l' orgueil ne s' empare de moi , écrivais -je à l' abbé de Prémord . Il est encore",temps pour moi,"de revenir sur mes pas , d' oublier toutes ces pompes de l' esprit dont ma grand' mère était avide , mais dont elle ne jouira plus et qu' elle ne songera plus à me demander . Ma",Prémord,.,Il,est,encore,temps,pour,moi,de,revenir,sur,non,,temps,pour,moi,sing,1,sing,,,
375,M955,SAND George,Histoire de ma vie : 2,1855,1855,Ecrits non fictionnels,littérature,164,"car le système nerveux domine leur organisation , et quand ils ont reconnu leur erreur , ils ont éprouvé une si violente angoisse à s' y voir contraints , qu' il n' est plus",temps pour eux,de perdre le sentiment de la peur . Elle est devenue en eux un mal physique que leur raison est impuissante à combattre . Il en est de même des femmes nerveuses et,qu',il,n',est,plus,temps,pour,eux,de,perdre,le,,,,,,,,,,,
376,M955,SAND George,Histoire de ma vie : 2,1855,1855,Ecrits non fictionnels,littérature,308,"reprendre . C' était une concession et une délicatesse de plus , pour bien montrer qu' elle ne prétendait pas gêner et surveiller nos épanchements . Pierret arriva à",temps pour lui,"offrir son bras jusqu' à la voiture . Ma grand' mère avait de la déférence pour lui , à cause du grand dévouement qu' il avait témoigné à mon père . Elle lui faisait",épanchements,.,Pierret,arriva,à,temps,pour,lui,offrir,son,bras,,,,,,,,,,,
377,M267,TOCQUEVILLE Alexis de,L'Ancien Régime et la Révolution,1856,1856,Ecrits non fictionnels,histoire,193,"ceux -là à se roidir contre les abus de l' autorité . Les nobles méprisaient fort l' administration proprement dite , quoiqu' ils s' adressassent de temps en",temps à elle,". Ils gardaient jusque dans l' abandon de leur ancien pouvoir quelque chose de cet orgueil de leurs pères , aussi ennemi de la servitude que de la règle . Ils ne se",s',adressassent,de,temps,en,temps,à,elle,.,Ils,gardaient,non,,temps,à,elle,sing,3,sing,,,
378,S022,MÉRIMÉE Prosper,Théâtre de Clara Gazul : Les Espagnols en Danemarck,1857,1857,Ecrits fictionnels,non renseigné,51,"! Adieu , sirène ! ( Madame de Coulanges sort . ) Quel dommage ! jamais je ne me suis senti tant d' esprit . Et j' étais en si beau chemin ! Au diable le fâcheux ! N' avoir pas un",moment à soi,"! Entre don Juan . Ah ! monsieur , j' ai l' honneur de vous présenter mes hommages : comment vous portez -vous ? - J' en suis charmé . Et le cher général ? Toujours de même",!,N',avoir,pas,un,moment,à,soi,!,Entre,don,,,,,,,,,,,
379,Z139,FLAUBERT Gustave,Correspondance (1854-1857),1857,1857,Ecrits non fictionnels,non renseigné,173,"d' Afrique ( à Tunis ) , que j' aurais besoin de visiter pour le travail dont je m' occupe . Je veux me débarrasser au plus vite de plusieurs vieilles idées et je n' ai pas une",minute à moi,. Ajoutez à cela le sot tourbillon de la vie ordinaire . Vous recevrez mon volume dans la semaine de Pâques ( je suis maintenant au milieu de mes épreuves et je n' ai pas eu le,je,n',ai,pas,une,minute,à,moi,.,Ajoutez,à,,,,,,,,,,,
380,Z139,FLAUBERT Gustave,Correspondance (1854-1857),1857,1857,Ecrits non fictionnels,non renseigné,180,"de la vie parisienne , la publication de mon volume et les études archéologiques auxquelles je me livre maintenant . Mais me voilà revenu à la campagne , j' ai plus de",temps à moi,"et nous allons aujourd'hui passer la soirée ensemble ; parlons de nous d' abord , puis de vos volumes et ensuite de quelques idées sociales et politiques sur lesquelles",",",j',ai,plus,de,temps,à,moi,et,nous,allons,,,,,,,,,,,
381,Z139,FLAUBERT Gustave,Correspondance (1854-1857),1857,1857,Ecrits non fictionnels,non renseigné,207,avait été à Paris et s' était transporté quatre fois à l' Odéon pour te parler de son drame qu' il pense avoir fini à la fin de décembre . Nous avons employé tout notre,temps à nous,"désoler conjointement , lui de son drame et moi du roman que je vais faire . Notre occupation principale a été de trembler comme des foirards . Nous étions tristes comme",Nous,avons,employé,tout,notre,temps,à,nous,désoler,conjointement,",",,,,,,,,,,,
382,R778,SAND George,Les Beaux Messieurs de Bois-Doré : t. 1,1858,1858,Ecrits fictionnels,non renseigné,166,"je vous enverrai cette lettre , en attendant celle qui vous annoncera , s' il plaît au ciel , l' heureuse délivrance de ma femme , et où j' aurai le loisir qui me manque en ce",moment pour vous,"raconter ... » Ici , la lettre avait été interrompue par quelque soin imprévu . Elle avait été pliée et emportée dans le justaucorps du voyageur , pour être",qui,me,manque,en,ce,moment,pour,vous,raconter,...,»,,,,,,,,,,,
383,L442,PONSON DU TERRAIL Pierre-Alexis,"Rocambole, les drames de Paris : t. 3",1859,1859,Ecrits fictionnels,non renseigné,237,"Rocambole . - ah ! Ah ! Lui dit -il , vous allez chercher vos cinq cent mille francs ? - parbleu ! - n' oubliez pas le flacon . - oh ! Soyez tranquille . - je n' aurai pas une",minute à moi,"demain , acheva Rocambole . Je suis tout à la mise en scène de votre comédie . Mais ne vous oubliez pas trop au sein de votre bonheur , et soyez exact chez Madame Malassis . - la",je,n',aurai,pas,une,minute,à,moi,demain,",",acheva,,,,,,,,,,,
